paper_id,title,topic,topic_type,source,evidence,confidence,tfidf_score,doc_frequency
paper201,Context-Dependent Affordance Computation in Vision-Language Models,Context Dependent Affordance,discovered,extracted_keyphrase,context dependent affordance,0.72,0.2101,1.0
paper201,Context-Dependent Affordance Computation in Vision-Language Models,Context Dependent Affordance Computation,discovered,extracted_keyphrase,context dependent affordance computation,0.72,0.2101,1.0
paper201,Context-Dependent Affordance Computation in Vision-Language Models,Sentence Level,discovered,extracted_keyphrase,sentence level,0.69,0.0975,2.0
paper201,Context-Dependent Affordance Computation in Vision-Language Models,Data Available Https,discovered,extracted_keyphrase,data available https,0.69,0.0975,2.0
paper203,SciTaRC: Benchmarking QA on Scientific Tabular Data that Requires Language Reasoning and Complex Computation,Question Answering,controlled,controlled_title,qa,0.95,,
paper203,SciTaRC: Benchmarking QA on Scientific Tabular Data that Requires Language Reasoning and Complex Computation,LLM Evaluation,controlled,controlled_title,benchmarking,0.95,,
paper203,SciTaRC: Benchmarking QA on Scientific Tabular Data that Requires Language Reasoning and Complex Computation,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper204,Expert Threshold Routing for Autoregressive Language Modeling with Dynamic Computation Allocation and Load Balancing,Computation Allocation,discovered,extracted_keyphrase,computation allocation,0.72,0.4327,1.0
paper204,Expert Threshold Routing for Autoregressive Language Modeling with Dynamic Computation Allocation and Load Balancing,Dynamic Computation Allocation,discovered,extracted_keyphrase,dynamic computation allocation,0.72,0.4327,1.0
paper204,Expert Threshold Routing for Autoregressive Language Modeling with Dynamic Computation Allocation and Load Balancing,Expert Threshold,discovered,extracted_keyphrase,expert threshold,0.72,0.4327,1.0
paper204,Expert Threshold Routing for Autoregressive Language Modeling with Dynamic Computation Allocation and Load Balancing,Dynamic Computation,discovered,extracted_keyphrase,dynamic computation,0.72,0.4327,1.0
paper204,Expert Threshold Routing for Autoregressive Language Modeling with Dynamic Computation Allocation and Load Balancing,Entropy Loss,discovered,extracted_keyphrase,entropy loss,0.69,0.1339,2.0
paper204,Expert Threshold Routing for Autoregressive Language Modeling with Dynamic Computation Allocation and Load Balancing,Cross Entropy Loss,discovered,extracted_keyphrase,cross entropy loss,0.69,0.1339,2.0
paper205,Adaptive Vision-Language Model Routing for Computer Use Agents,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper205,Adaptive Vision-Language Model Routing for Computer Use Agents,Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper205,Adaptive Vision-Language Model Routing for Computer Use Agents,Embeddings,controlled,controlled_abstract,embeddings,0.82,,
paper206,YOLOv10 with Kolmogorov-Arnold networks and vision-language foundation models for interpretable object detection and trustworthy multimodal AI in computer vision perception,Large Language Models,controlled,controlled_title,foundation models,0.95,,
paper206,YOLOv10 with Kolmogorov-Arnold networks and vision-language foundation models for interpretable object detection and trustworthy multimodal AI in computer vision perception,Kolmogorov Arnold,discovered,extracted_keyphrase,kolmogorov arnold,0.72,0.4696,1.0
paper206,YOLOv10 with Kolmogorov-Arnold networks and vision-language foundation models for interpretable object detection and trustworthy multimodal AI in computer vision perception,Object Detection,discovered,extracted_keyphrase,object detection,0.72,0.3757,1.0
paper206,YOLOv10 with Kolmogorov-Arnold networks and vision-language foundation models for interpretable object detection and trustworthy multimodal AI in computer vision perception,Actionable Insights,discovered,extracted_keyphrase,actionable insights,0.69,0.0872,2.0
paper206,YOLOv10 with Kolmogorov-Arnold networks and vision-language foundation models for interpretable object detection and trustworthy multimodal AI in computer vision perception,Enables Direct,discovered,extracted_keyphrase,enables direct,0.69,0.0872,2.0
paper206,YOLOv10 with Kolmogorov-Arnold networks and vision-language foundation models for interpretable object detection and trustworthy multimodal AI in computer vision perception,Post Hoc,discovered,extracted_keyphrase,post hoc,0.69,0.0824,3.0
paper207,"\textit{Versteasch du mi?} Computational and Socio-Linguistic Perspectives on GenAI, LLMs, and Non-Standard Language",Large Language Models,controlled,controlled_title,llms,0.95,,
paper207,"\textit{Versteasch du mi?} Computational and Socio-Linguistic Perspectives on GenAI, LLMs, and Non-Standard Language",Non Standard,discovered,extracted_keyphrase,non standard,0.72,0.5527,1.0
paper207,"\textit{Versteasch du mi?} Computational and Socio-Linguistic Perspectives on GenAI, LLMs, and Non-Standard Language",Non Standard Language,discovered,extracted_keyphrase,non standard language,0.72,0.3685,1.0
paper207,"\textit{Versteasch du mi?} Computational and Socio-Linguistic Perspectives on GenAI, LLMs, and Non-Standard Language",Monolin Gual,discovered,extracted_keyphrase,monolin gual,0.69,0.171,2.0
paper207,"\textit{Versteasch du mi?} Computational and Socio-Linguistic Perspectives on GenAI, LLMs, and Non-Standard Language",Widely Used,discovered,extracted_keyphrase,widely used,0.69,0.1484,5.0
paper207,"\textit{Versteasch du mi?} Computational and Socio-Linguistic Perspectives on GenAI, LLMs, and Non-Standard Language",Artificial Intelligence,discovered,extracted_keyphrase,artificial intelligence,0.69,0.1317,8.0
paper208,Evaluating Large Language Models on Computer Science University Exams in Data Structures,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper208,Evaluating Large Language Models on Computer Science University Exams in Data Structures,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
